meaning,example,order,word,numbering
147_2,사건은 생각하지 못한 방향으로 전개되었다.,1,147,147_2_1
147_2,이야기가 흥미롭게 전개되고 있다.,2,147,147_2_2
147_2,환경보호운동/전국민운동/캠페인을 전개하다,3,147,147_2_3
148_1,유효한 방법/처방/이용,1,148,148_1_1
148_1,"경기를 활성화하기 위해 여러 방법을 써 보았지만, 모두 유효하지 않았다.",2,148,148_1_2
148_1,공간/시간/시설/자원을 유효하게 사용하다,3,148,148_1_3
148_2,이 입장권/승차권은 당일에만 유효하다.,1,148,148_2_1
148_2,여권/티켓/상품권/할인권의 유효 기간,2,148,148_2_2
149_1,정어리에는 칼슘 성분이 많이 들어 있다.,1,149,149_1_1
149_1,식품의 주요 영양 성분을 표로 나타내다,2,149,149_1_2
149_1,~의 성분을 분석하다,3,149,149_1_3
149_1,~에는 여러 가지 성분이 들어 있다.,4,149,149_1_4
149_2,〔그는 출신이 안 좋아서 출세하기 어렵다.〕,1,149,149_2_1
149_2,〔그의 출신 가정의 계층은 중농이고 개인적인 신분은 학생이다.〕,2,149,149_2_2
150_1,구조가 복잡/간단하다,1,150,150_1_1
150_1,사회의 구조 변화에 대응하다,2,150,150_1_2
150_1,사회/기계/컴퓨터/건물의 구조,3,150,150_1_3
150_2,〔건물/빌딩을 짓다〕,1,150,150_2_1
151_1,우주선 발사에 성공하다,1,151,151_1_1
151_1,실패는 성공의 어머니다.,2,151,151_1_2
151_1,공연/사업은 매우 성공적이었다.,3,151,151_1_3
151_2,그는 성공한 사업가다.,1,151,151_2_1
151_2,누구나 성공해서 행복하게 사는 삶을 꿈꾼다.,2,151,151_2_2
151_2,그는 사업에 성공해서 큰 부자가 되었다.,3,151,151_2_3
151_2,그녀는 다년간의 노력으로 마침내 성공했다.,4,151,151_2_4
152_1,정신 건강/분열/착란/세계/생활,1,152,152_1_1
152_1,건강한 신체에 건전한 정신이 깃든다.,2,152,152_1_2
152_1,정신적으로 강인하다,3,152,152_1_3
152_1,불굴의 정신/정신력,4,152,152_1_4
152_1,물질과 정신의 관계,5,152,152_1_5
152_2,창업/기업가/혁명/민주주의/사회주의/건국/봉사/희생 정신,1,152,152_2_1
152_2,애초에 이 모임을 만든 정신을 잘 살려/지켜 나아가자.,2,152,152_2_2
152_2,창립 정신을 잊다/망각하다/훼손하다,3,152,152_2_3
152_2,그는 봉사/희생 정신이 투철하다.,4,152,152_2_4
152_2,열사들의 숭고한 정신을 계승하다,5,152,152_2_5
152_3,정신을 잃다/회복하다/가다듬다/집중하다/단련하다,1,152,152_3_1
152_3,바쁘다/정신을 차리다/의식이 몽롱하다,2,152,152_3_2
152_3,내가 요즘 정신이 없어서 그 일을 까맣게 잊고 있었다.,3,152,152_3_3
152_4,〔그녀는 이미 마지막 기력까지 다 썼기 때문에 말을 마치고서 천천히 눈을 감았다.〕,1,152,152_4_1
152_5,〔그는 나이가 많은데도 매우 정정하다/원기 왕성하다.〕,1,152,152_5_1
152_5,〔기력이 없다〕,2,152,152_5_2
152_6,〔이 아이 참 잘생겼다.〕,1,152,152_6_1
152_7,〔기운 내!〕,1,152,152_7_1
153_1,선거/투표/정책/계획/법령을 실시하다,1,153,153_1_1
153_1,"의견을 내놓기는 쉽지만,실시/실행하다 보면 생각지 못한 문제가 발생할 수 있다.",2,153,153_1_2
153_1,그 제도는 부작용이 우려되어서 전면적으로 실시하기가 어렵다.,3,153,153_1_3
154_1,드라마/연극/영화/개막식/폐회식을 연출하다,1,154,154_1_1
154_1,무대/즉석 연출,2,154,154_1_2
154_1,배우들이 연출자의 지시에 따라 일사분란하게 움직이다,3,154,154_1_3
154_2,이상한/기묘한 상황이 연출되다,1,154,154_2_1
154_2,울긋불긋한 조명이 기묘한분위기를 연출하고 있었다.,2,154,154_2_2
154_3,〔그녀는 3월에 잇따라 10회의 공연이 있다.〕,1,154,154_3_1
154_3,〔낮/저녁/첫 공연〕,2,154,154_3_2
155_1,천문/천체/우주/기상/지진관측,1,155,155_1_1
155_1,관측 장비/자료,2,155,155_1_2
155_1,이 망원경으로 천체를 관측하고 있다.,3,155,155_1_3
155_2,희망적인/낙관적인/비관적인 관측,1,155,155_2_1
155_2,여러 연구소에서 세계 정세/경제에 대한 관측을 내놓고 있다.,2,155,155_2_2
155_2,향후 경기/국제 정세/선거판세를 어떻게 관측하십니까?,3,155,155_2_3
156_1,제품/전기/물자/석유/에너지/자동차/농작물을 생산하다,1,156,156_1_1
156_1,이런 제품을 생산하려면 기술이 필요하다.,2,156,156_1_2
156_1,이 제품은 지금은 생산되지 않는다.,3,156,156_1_3
156_1,과잉/적정 생산,4,156,156_1_4
156_1,생산 요소/수단,5,156,156_1_5
156_2,왕비가 왕자를 생산하지 못하여 후궁을 들였다.,1,156,156_2_1
157_1,글의 뜻/의미/취지를 이해하다,1,157,157_1_1
157_1,타인의 마음을 온전히 이해하는 것은 어려운 일이다.,2,157,157_1_2
157_1,서로 상대방의 입장을 이해하다,3,157,157_1_3
157_1,의도가 뭔지 좀처럼 이해가 가지 않는다.,4,157,157_1_4
157_1,발언의 진의가 무엇인지이해하기 어렵다.,5,157,157_1_5
157_1,제 사정을 이해해 주십시오.,6,157,157_1_6
158_1,출판 시장,1,158,158_1_1
158_1,자비/전자/탁상 출판,2,158,158_1_2
158_1,언론과 출판의 자유,3,158,158_1_3
158_1,아동서/자서전/시집을 출판하다,4,158,158_1_4
158_1,그는 이미 여러 권의 저서를 출판했다.,5,158,158_1_5
158_1,이번에 출판된 그의 소설은 큰 반향을 불러일으켰다.,6,158,158_1_6
159_1,구조/의견/일정/전면/상향/하향 조정,1,159,159_1_1
159_1,마이크의 음량을 조정하다,2,159,159_1_2
159_1,은행은 금리를 1% 상향조정했다.,3,159,159_1_3
160_1,포로/의견/물물/정보 교환,1,160,160_1_1
160_1,선물을 교환하다,2,160,160_1_2
160_1,교환 조건을 제시하다,3,160,160_1_3
160_2,〔겨울용 타이어로 교체하다/바꾸다〕,1,160,160_2_1
160_3,나는 교환에게 총무부를 대 달라고 했다.,1,160,160_3_1
161_1,전후를 둘러보다/살피다,1,161,161_1_1
161_1,이 건물 전후에 큰 도로가 있다.,2,161,161_1_2
161_1,머리를 전후 좌우로 돌리다,3,161,161_1_3
161_2,일에는 전후/선후가 있는 법이다.,1,161,161_2_1
161_2,운동/식사 전후에 유연체조를 하다,2,161,161_2_2
161_2,왕과 왕비가 전후하여 연회장에 나타났다.,3,161,161_2_3
161_2,전후의 맥락 없이 이야기를 이어가다,4,161,161_2_4
161_3,30세 전후의 청년,1,161,161_3_1
161_3,참가자는 20명 전후가 될 것이다.,2,161,161_3_2
161_3,그는 6시(를) 전후하여 나타났다.,3,161,161_3_3
161_4,〔진찰 순서가 거꾸로 되는 일도 있다.〕,1,161,161_4_1
161_4,〔이야기가 오락가락하다〕,2,161,161_4_2
161_5,〔그는 어제 일어난 일에 대해 한바탕 하소연을 늘어놓았다.〕,1,161,161_5_1
161_5,〔그녀는 통틀어 4번 전화를 걸어 왔다.〕,2,161,161_5_2
162_1,소년 시절/범죄,1,162,162_1_1
162_1,10세 소년,2,162,162_1_2
162_1,소년에게 유해한 사이트를 지정하다,3,162,162_1_3
162_1,소년 시절이 떠오르다,4,162,162_1_4
163_1,비용을 절감하다/줄이다/삭감하다,1,163,163_1_1
163_1,~하는 데 비용이 부족하다/충분하다/많이 들다,2,163,163_1_2
163_1,의무교육 단계에서 학생의학습 비용은 모두 정부가 부담한다.,3,163,163_1_3
164_1,일상 생활,1,164,164_1_1
164_1,현대인은 시간에 쫓기며 바쁜 일상을 살고 있다.,2,164,164_1_2
164_1,일상에서 일어난 일들을 글로 엮다,3,164,164_1_3
164_1,전쟁은 사람들의 평온한일상 생활을 파괴했다.,4,164,164_1_4
164_1,여행을 마치고 일상으로 돌아가다,5,164,164_1_5
165_1,야간/철야/철거/일용직/수중/복구/컴퓨터/현장 작업,1,165,165_1_1
165_1,작업이 밤 늦게까지 계속되었다.,2,165,165_1_2
165_1,작업의 능률이 오르지 않는다.,3,165,165_1_3
165_1,공장 작업 소리는 귀가 먹먹해질 정도다.,4,165,165_1_4
165_2,〔선생님께서 내 주신 숙제가 매우 많다.〕,1,165,165_2_1
166_1,질문이 한 사람에게 집중되다,1,166,166_1_1
166_1,인구가 수도/도시에 집중하다,2,166,166_1_2
166_1,뭇사람의 시선이 그녀의 몸에 집중되었다.,3,166,166_1_3
166_1,집중적으로,4,166,166_1_4
166_2,수업에 집중하다,1,166,166_2_1
166_2,내 이야기를 집중해서 들어라.,2,166,166_2_2
166_2,분위기가 산만해서 집중이잘 안 된다.,3,166,166_2_3
166_2,집중력,4,166,166_2_4
167_1,장편/중편/단편/연애/성장/추리/탐정/공상 과학소설,1,167,167_1_1
167_1,소설을 쓰다/집필하다/창작하다/각색하다/영화화하다,2,167,167_1_2
167_1,상대 후보의 주장은 완전히 소설/꾸며낸 이야기다.,3,167,167_1_3
168_1,재산을 전부 기부하다,1,168,168_1_1
168_1,나는 그 작가의 소설을 전부 읽었다.,2,168,168_1_2
168_1,전부 말씀 드리겠습니다.,3,168,168_1_3
168_1,총서가 전부 복각되었다.,4,168,168_1_4
169_1,현실을 인식하다/직시하다/고려하다,1,169,169_1_1
169_1,현실에 만족하다,2,169,169_1_2
169_1,현실로부터 도피하다,3,169,169_1_3
169_1,엄혹한/냉혹한 현실에 맞닥뜨리다,4,169,169_1_4
169_1,이상과 현실 사이의 거리,5,169,169_1_5
169_2,이런 생각은 별로 현실적이지 못하다.,1,169,169_2_1
170_1,개성이 있다/없다/강하다,1,170,170_1_1
170_1,한 사람 한 사람의 개성을 존중하다,2,170,170_1_2
170_1,개성이 중시되는 시대,3,170,170_1_3
171_1,여러 물건의 가격을 꼼꼼히 비교해 보고 물품을 구입했다.,1,171,171_1_1
171_1,지금은 옛날과 비교가 안될 정도로 풍요롭다.,2,171,171_1_2
171_1,비교 대상,3,171,171_1_3
171_1,"이 두 형제를 비교하면, 형은 냉정하고 침착하며 동생은 쾌활하고 명랑하다.",4,171,171_1_4
171_1,올해 식량 생산량은 작년과 비교하면 대폭 증가했다.,5,171,171_1_5
171_2,비교적 온화한 날씨가 계속되다,1,171,171_2_1
171_2,이 식당은 비교적 싸다.,2,171,171_2_2
172_1,불만스러운/화난/흡족한/멍한/당황한/기쁜/즐거운/뾰로통한/삐진/불쾌한/괴로운 표정,1,172,172_1_1
172_1,그는 불만스러운 표정을 감추고 어색하게 웃었다.,2,172,172_1_2
172_1,무표정하다 / 아무 표정이 없다,3,172,172_1_3
172_1,텔레비전에서 전국 각지의 설날 표정을 전하다,4,172,172_1_4
172_1,표정에서 그의 감정을 읽을 수 있다.,5,172,172_1_5
172_2,〔이 배우는 감정 표현을 아주 잘 한다.〕,1,172,172_2_1
173_1,경영 방침/철학,1,173,173_1_1
173_1,회사를 경영하다,2,173,173_1_2
173_1,경기가 안 좋아서 회사 경영에 어려움이 많다.,3,173,173_1_3
173_2,자기 인생을 잘 경영해 나아가야 한다.,1,173,173_2_1
173_2,인생/학급/가정 경영,2,173,173_2_2
173_3,〔우리 회사는 의료기기를 전문적으로 취급한다.〕,1,173,173_3_1
174_1,전통/재래/식료품/중고차시장,1,174,174_1_1
174_1,시장에 가서 장을 보다,2,174,174_1_2
174_1,시장이 사람들로 붐비다,3,174,174_1_3
174_2,주식/금융/채권/국제/해외/국내/내수/신규 시장,1,174,174_2_1
174_2,시장의 동향을 파악하다,2,174,174_2_2
174_2,새로운 시장을 개척하다,3,174,174_2_3
174_3,〔이곳에서는 배금주의가설 곳은 없다.〕,1,174,174_3_1
174_3,〔이런 진부한 사상은 이미 젊은이들에게 받아들여질 여지가 없다.〕,2,174,174_3_2
175_1,직업 교육/훈련/연수/의식,1,175,175_1_1
175_1,그의 직업은 변호사다.,2,175,175_1_2
175_1,다양한 직업에 종사하다,3,175,175_1_3
175_2,프로 운동선수,1,175,175_2_1
175_2,직업 군인,2,175,175_2_2
176_1,불안한 마음을 떨칠 수 없다,1,176,176_1_1
176_1,태풍이 다가오고 있어서 불안한 밤을 보내다.,2,176,176_1_2
176_1,시험 성적이 커트라인 근처라서 떨어질까봐 불안하다.,3,176,176_1_3
176_1,국제 경제 정세가 불안하면 국내 경제가 위축될 수 있다.,4,176,176_1_4
176_2,〔늘그막에 너를 귀찮게 해서 정말 미안하다.〕,1,176,176_2_1
177_1,외국 여행/유학/기업/자본,1,177,177_1_1
177_1,외국에 나가 견문을 넓히다,2,177,177_1_2
177_1,외국에서 돌아오다/귀국하다,3,177,177_1_3
178_1,각종 음식/운동/술/상황/제도,1,178,178_1_1
178_1,각종 음료가 준비되어 있다.,2,178,178_1_2
179_1,너는 장래 희망/계획이 무엇이냐?,1,179,179_1_1
179_1,젊은이들의 장래를 걱정하다,2,179,179_1_2
179_1,장래가 밝다/유망하다/촉망되다/불투명하다/어둡다/보장되다,3,179,179_1_3
179_2,〔구미의 선진 기술을 가져왔다/도입했다.〕,1,179,179_2_1
179_2,〔중국에서 불상을 가져오다〕,2,179,179_2_2
180_1,전쟁이 발발하다/일어나다/지속되다/끝나다,1,180,180_1_1
180_1,전쟁을 선포하다/일으키다/끝내다/종식시키다/벌이다,2,180,180_1_2
180_1,전쟁과 평화,3,180,180_1_3
180_1,전쟁 포로/문학/영화/배상금,4,180,180_1_4
180_2,정부는 범죄와의 전쟁을 선포했다.,1,180,180_2_1
180_2,교통/입시 전쟁,2,180,180_2_2
181_1,청소년기는 성장이 매우 빠르다,1,181,181_1_1
181_1,아이의 성장을 바라보는것은 즐거운 일이다.,2,181,181_1_2
181_1,아이의 성장을 기록하다,3,181,181_1_3
181_2,회사가 성장하다,1,181,181_2_1
181_2,강대국으로 성장하다,2,181,181_2_2
181_2,시민 계급의 성장,3,181,181_2_3
181_2,성장을 촉진/억제하는 약,4,181,181_2_4
182_1,공원을 산책하다,1,182,182_1_1
182_1,휴일에는 나들이 나온 가족들로 공원이 붐빈다.,2,182,182_1_2
182_1,국립/산림/해상 공원,3,182,182_1_3
183_1,환자/상처/질병/암을 치료하다,1,183,183_1_1
183_1,병원에서 치료를 받다,2,183,183_1_2
183_1,제때에 치료를 받지 못했다.,3,183,183_1_3
183_1,치료비를 대주다/청구하다/완납하다,4,183,183_1_4
184_1,~할 자신이 있다/없다,1,184,184_1_1
184_1,나는 그 일을 잘 해낼 자신이 없다.,2,184,184_1_2
184_1,~할 자신에 차 있다,3,184,184_1_3
184_1,자신(감)을 가지다/보이다,4,184,184_1_4
184_2,그는 그 일을 잘 해낼 수 있다고 자신했다.,1,184,184_2_1
184_2,너무 자신하지 말아라.,2,184,184_2_2
184_2,그는 직면한 어려움을 충분히 해결할 수 있을 거라고 자신한다.,3,184,184_2_3
185_1,현재의 수입/여건/집/자동차/성적/점수/생활/결과에 만족하다,1,185,185_1_1
185_1,만족스러운 표정/태도,2,185,185_1_2
185_1,아무리 돈이 많아도 만족할 줄 모른다.,3,185,185_1_3
185_1,만족도를 조사하다,4,185,185_1_4
185_1,나는 굶지 않고 살 수만 있으면 만족한다.,5,185,185_1_5
185_2,이 쇼핑몰은 당신의 구매욕구를 만족시킬 수 있습니다.,1,185,185_2_1
185_2,모든 사람의 기대를 만족시키기는 어렵다.,2,185,185_2_2
185_2,회사/학교가 요구하는 조건을 만족/충족시켜서 합격하다,3,185,185_2_3
185_2,이 방정식을 만족시키는 해를 구하시오.,4,185,185_2_4
186_1,최근 젊은이들은 ~하는 경향이 있다,1,186,186_1_1
186_1,독서/현실적/현실도피/상업주의 경향,2,186,186_1_2
186_1,평균 혼인 연령이 과거에 비해 높아지는 경향을 보인다.,3,186,186_1_3
186_2,〔대부분의 사람들은 갈등을 해결할 때 온건한 방법을 채택하는 경향이 있다.〕,1,186,186_2_1
186_2,〔나는 여러분들의 생각 쪽으로 기울고 있다.〕,2,186,186_2_2
187_1,추리 소설/드라마/전업/신진/원로/도예 작가,1,187,187_1_1
187_1,그는 많은 명작을 쓴 작가다.,2,187,187_1_2
187_1,작가 단체/동맹/협회,3,187,187_1_3
187_1,이 소설에는 작가의 사상과 감정이 잘 나타나 있다.,4,187,187_1_4
188_1,전자는 원자핵 주위를 돌고 있다.,1,188,188_1_1
188_1,원자가 전자를 잃으면 양이온이 되고 전자를 더 얻으면 음이온이 된다.,2,188,188_1_2
188_1,전자의 운동을 관측하다,3,188,188_1_3
188_2,전자 제품/우편/공업/공학/레인지/장치/저울,1,188,188_2_1
189_1,과거에 있었던 일,1,189,189_1_1
189_1,이곳은 과거에 학교였다.,2,189,189_1_2
189_1,과거를 잊다/청산하다,3,189,189_1_3
189_1,그 여자는 과거가 복잡하다.,4,189,189_1_4
189_2,〔아무 걱정 없던 어린 시절이 지나가 버렸다.〕,1,189,189_2_1
189_3,"〔공항은 학교에서 멀기 때문에, 우리는 차로 가야 한다.〕",1,189,189_3_1
190_1,우주/휴식/문화/생활/도시공간,1,190,190_1_1
190_1,공간 감각/지각력/이용,2,190,190_1_2
190_1,공간을 차지하다/메우다/채우다,3,190,190_1_3
190_1,좁은 공간을 효율적으로 이용하다,4,190,190_1_4
190_1,자리를 좁혀 앉아 한 사람 더 앉을 공간을 만들자,5,190,190_1_5
191_1,생명 연장/존중/현상/보험/단축,1,191,191_1_1
191_1,생명을 유지하다/귀하게 여기다/잉태하다,2,191,191_1_2
191_1,생명을 바쳐 국가에 헌신하다,3,191,191_1_3
191_1,생명이 붙어 있다,4,191,191_1_4
191_2,가수의 생명은 목소리이다.,1,191,191_2_1
191_2,이 부분이 이 작품의 생명이다.,2,191,191_2_2
191_2,신문의 생명은 진실 보도에 있다.,3,191,191_2_3
191_2,~에 생명을 불어넣다,4,191,191_2_4
191_3,그의 정치적 생명은 이제 끝났다.,1,191,191_3_1
191_3,부상으로 선수 생명이 끝나다,2,191,191_3_2
192_1,도로 교통,1,192,192_1_1
192_1,고속/고가/간선/우회/이면/유료 도로,2,192,192_1_2
192_1,도로가 막히다/뚫리다,3,192,192_1_3
192_1,도로를 건설하다/놓다/건너다/타다,4,192,192_1_4
193_1,의견을 진술하다/개진하다/교환하다/청취하다/수집하다/존중하다/무시하다/수용하다,1,193,193_1_1
193_1,의견이 갈리다,2,193,193_1_2
193_1,소수/다수/찬성/반대/찬반의견,3,193,193_1_3
193_1,양측의 의견 차이를 좁히지 못하다,4,193,193_1_4
193_1,찬성 의견이 과반수를 차지하다,5,193,193_1_5
193_1,의견이 있는 분은 손을 들고 말씀해 주십시오.,6,193,193_1_6
193_2,"〔그는 항상 사장에게 불만이 있고, 일도 별로 적극적으로 하지 않는다.〕",1,193,193_2_1
193_3,〔상사에게 자기주장/말대꾸를 하는 것은 용기가 필요하다.〕,1,193,193_3_1
193_3,〔네가 뭐라고 할 자격이 있겠니?〕,2,193,193_3_2
193_3,〔남의 사생활에 대해 이것저것 말참견하다〕,3,193,193_3_3
193_3,〔저같은 사람이 외람되게 말하는 것 같아 주저되는데요.〕,4,193,193_3_4
194_1,기억 상실/장치,1,194,194_1_1
194_1,당시의 일을 기억하고 있다.,2,194,194_1_2
194_1,오래 전 일을 기억해 내다,3,194,194_1_3
194_1,기억에 오래 남다,4,194,194_1_4
194_2,그에 대해 안 좋은 기억이 있다.,1,194,194_2_1
195_1,그는 이 기계를 조작할 줄 안다.,1,195,195_1_1
195_1,이 설비는 조작 방법이 간단하다.,2,195,195_1_2
195_1,기계 조작에 서투르다/익숙하다,3,195,195_1_3
195_1,이 선풍기는 리모컨으로 조작한다.,4,195,195_1_4
195_2,주가/서류/장부/자금 조작,1,195,195_2_1
196_1,대형/동네/구내 서점,1,196,196_1_1
196_1,가까운 서점에서 잡지를 샀다.,2,196,196_1_2
196_1,나는 내일 서점에 가서 책을 한 권 사려고 한다.●類冊房,3,196,196_1_3
196_2,〔산렌 출판사〕,1,196,196_2_1
196_2,〔이와나미 출판사〕,2,196,196_2_2
197_1,계산이 맞지 않다,1,197,197_1_1
197_1,사람 수를 계산하다,2,197,197_1_2
197_1,도형의 면적을 계산하다,3,197,197_1_3
197_2,계산에 넣다,1,197,197_2_1
197_2,일이 계산대로 돌아가다,2,197,197_2_2
197_2,그는 계산적이다.,3,197,197_2_3
197_2,계산된 행동,4,197,197_2_4
197_3,우리가 먹은 것은 그가 다 계산했다.,1,197,197_3_1
197_4,〔그녀는 모든 말 속에 음모와 모략을 숨기고 있었다.〕,1,197,197_4_1
197_4,〔상업계에는 늘 음해를 당하는 사람이 있다.〕,2,197,197_4_2
143_1,지구의 자전/공전/둘레의 길이,1,143,143_1_1
143_1,지구에서 태양까지의 거리,2,143,143_1_2
143_1,우주선이 지구에 귀환했다.,3,143,143_1_3
143_1,지구의 자원은 무한하지 않다.,4,143,143_1_4
199_1,사회적/가장으로서의 책임,1,199,199_1_1
199_1,책임 의식,2,199,199_1_2
199_1,책임을 맡다,3,199,199_1_3
199_1,~에 대한 무거운 책임이 있다,4,199,199_1_4
199_1,임원의 책임을 다하다/완수하다,5,199,199_1_5
199_1,교사는 학생을 지도하고 보호할 책임이 있다.,6,199,199_1_6
199_2,책임을 추궁하다/묻다/전가하다/회피하다/지우다,1,199,199_2_1
199_2,~의 책임으로 돌리다/~의 탓으로 하다.,2,199,199_2_2
199_2,사고에 대한 책임을 지다,3,199,199_2_3
199_2,아이가 한 짓은 부모의 책임이다.,4,199,199_2_4
199_2,이런 큰 문제가 발생한 데 대해 그가 주된 책임을 져야 한다.,5,199,199_2_5
200_1,목표를 달성하다,1,200,200_1_1
200_1,목표를 세우다/정하다,2,200,200_1_2
200_1,이 건물은 6월 완성을 목표로 하고 있다.,3,200,200_1_3
200_1,목표가 불분명하다,4,200,200_1_4
200_2,목표에 명중하다,1,200,200_2_1
200_2,목표 지점,2,200,200_2_2
200_2,사격/공격 목표,3,200,200_2_3
201_1,좌우로 움직이다/흔들리다,1,201,201_1_1
201_1,이 방은 좌우 양쪽에 출입문이 있다.,2,201,201_1_2
201_2,좌우를 물리치다,1,201,201_2_1
201_2,좌우의 진언에 귀를 기울이다,2,201,201_2_2
201_2,좌우에 묻다,3,201,201_2_3
201_3,남의 말에 좌우되어서는 안 된다.,1,201,201_3_1
201_3,한두 사람이 조직 전체를 좌우하다,2,201,201_3_2
201_3,기분에 좌우되다,3,201,201_3_3
201_4,〔말을 모호하게 하다〕,1,201,201_4_1
201_5,〔그는 10일 정도 걸려서 이 임무를 완수했다.〕,1,201,201_5_1
201_5,〔그는 나이가 그리 많지 않다. 30세쯤 되었다.〕,2,201,201_5_2
202_1,정부에서 새로운 정책을 발표하다/추진하다,1,202,202_1_1
202_1,이 일에는 정부가 직접 나서야 한다.,2,202,202_1_2
202_1,정부 부처/기관,3,202,202_1_3
202_1,지방/연방/시/주/성/현 정부,4,202,202_1_4
203_1,연료와 물을 배합하다.,1,203,203_1_1
203_1,색의 배합에 주의를 기울이다,2,203,203_1_2
203_1,배합 사료/성분,3,203,203_1_3
203_2,〔이것은 경찰이 귀하를 적법하게 조사하는 것이니 귀하의 협조를 바랍니다.〕,1,203,203_2_1
203_2,〔공동/합동 작전〕,2,203,203_2_2
203_3,"〔초록색 잎이 붉은색 꽃을 돋보이게 하여, 참으로 조화롭고 참으로 아름답다.〕",1,203,203_3_1
204_1,돌발(적)/강박(적)/반복(적)/퇴행(적) 행동,1,204,204_1_1
204_1,주인처럼/버릇없이/예의바르게/냉정하게/과감하게/소심하게/난폭하게/거칠게/침착하게 행동하다,2,204,204_1_2
204_1,행동이 민첩하다/신속하다/굼뜨다/수상하다/어색하다,3,204,204_1_3
204_1,스스로 생각하여 행동하다,4,204,204_1_4
204_1,행동에 옮기다,5,204,204_1_5
204_1,말과 행동이 일치하다,6,204,204_1_6
204_2,〔수술 직후에는 나다니지 않는 게 좋다.〕,1,204,204_2_1
205_1,국민 주권/투표/파면/운동,1,205,205_1_1
205_1,정치 개혁에 국민의 기대가 쏠리다.,2,205,205_1_2
205_1,국토를 지키고 국민을 보호하는 것이 군대의 책무다.,3,205,205_1_3
205_1,정부/정치는 국민의 생각을 대변해야 한다.,4,205,205_1_4
206_1,문학 작품/청년/소녀/개론,1,206,206_1_1
206_1,순수/참여/사실주의 문학,2,206,206_1_2
206_1,문학을 전공하다,3,206,206_1_3
206_1,문학은 현실 생활의 반영이다.,4,206,206_1_4
206_2,〔대학교의 인문대학/문과대학에 다니다〕,1,206,206_2_1
207_1,감동적(인) 영화/장면/행위,1,207,207_1_1
207_1,은사의 격려에 감동하다,2,207,207_1_2
207_1,감동한 나머지 눈물이 흐르다,3,207,207_1_3
207_1,낯선 사람의 도움에 그는크게 감동했다.,4,207,207_1_4
207_1,그는 쉽게 감동한다.,5,207,207_1_5
208_1,신선한 채소/과일/식품,1,208,208_1_1
208_1,냉장 보관하여 신선함을 유지하다,2,208,208_1_2
208_1,슈퍼마켓의 채소가 매우 신선하다.,3,208,208_1_3
208_2,새벽의 신선한 공기를 마시다,1,208,208_2_1
208_2,이 도시의 공기는 전혀 신선하지 않다.,2,208,208_2_2
208_3,신선한 문체/감각/디자인/아이디어,1,208,208_3_1
208_3,그가 처음 상하이에 왔을 때 무엇이든 신선하게 느껴졌다.,2,208,208_3_2
208_3,낙후된 산촌에서는 인터넷이 아직 신기한 존재이다.,3,208,208_3_3
209_1,지하 자원/시설/도시/공간,1,209,209_1_1
209_1,지하실,2,209,209_1_2
209_1,지하에 풍부한 자원이 있다.,3,209,209_1_3
209_1,전선을 지하에 매설하다,4,209,209_1_4
209_1,이 건물은 지상 10층 지하3층이다.,5,209,209_1_5
209_2,그는 지하에 계신 부모님을 뵐 면목이 없다고 생각했다.,1,209,209_2_1
209_2,지하에 계신 은사님께 보고하다,2,209,209_2_2
209_2,조상님이 지하에서 웃을 일이다.,3,209,209_2_3
209_3,지하 운동/조직/서클,1,209,209_3_1
209_3,이 조직은 지하에서 활동하고 있다.,2,209,209_3_2
209_3,지하 조직을 일망타진하다,3,209,209_3_3
209_4,〔땅에 떨어지다〕,1,209,209_4_1
209_4,〔땅에 떨어진 것을 줍다〕,2,209,209_4_2
210_1,내용과 형식이 부합하다/통일적이다,1,210,210_1_1
210_1,내용보다 형식에 치우치다,2,210,210_1_2
210_1,형식을 제대로 갖추다,3,210,210_1_3
210_2,일기 형식을 취한 소설,1,210,210_2_1
210_2,다양한 형식의 건축물,2,210,210_2_2
211_1,공개 입찰/연애/모집/매각/사과/회의/방송,1,211,211_1_1
211_1,새로운 사실/제품/문서를 언론/일반/만천하에 공개하다,2,211,211_1_2
211_1,비밀/비밀 문서/진상/명단/회의 내용/조사 결과를 공개하다,3,211,211_1_3
211_1,공개적으로 비판하다,4,211,211_1_4
211_1,이 사안은 아직 공개할 수 없다.,5,211,211_1_5
212_1,교통/자동차/열차/항공/인명/안전/방송 사고,1,212,212_1_1
212_1,사고가 일어나다/발생하다,2,212,212_1_2
212_1,사고를 일으키다/치다/내다,3,212,212_1_3
212_1,사고를 당하다,4,212,212_1_4
212_1,사고를 미연에 방지하다,5,212,212_1_5
212_1,불의의 사고로 세상을 떠나다,6,212,212_1_6
213_1,적극 대처/지지/가담/협조/참가하다,1,213,213_1_1
213_1,~에 적극적이다,2,213,213_1_2
213_1,~에 적극적인 역할을 하다,3,213,213_1_3
213_1,적극적으로 발언/참여하다,4,213,213_1_4
214_1,제작 과정/공정/방법/비용,1,214,214_1_1
214_1,목제 가구를 제작하다,2,214,214_1_2
214_1,영화/음반/뮤직비디오/조형물을 제작하다,3,214,214_1_3
214_1,이것을 제작하는 데 3년이걸렸다.,4,214,214_1_4
215_1,천연 자원/동굴/암반수,1,215,215_1_1
215_1,천연 진주는 가치가 높다.,2,215,215_1_2
215_1,천연 그대로의 자연 풍광을 즐기다,3,215,215_1_3
215_1,"천연 그대로의 금, 은은 화폐가 아니다.",4,215,215_1_4
